Title,Score,Vote,Ranked,Popularity,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating
Araburu Kisetsu no Otome-domo yo.O Maidens in Your Savage Season,7.33,150226,2461,687,12,Finished Airing,"Jul 6, 2019 to Sep 21, 2019",Summer 2019,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",Sentai Filmworks,Lay-duce,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Bartender,7.33,27393,2462,2155,11,Finished Airing,"Oct 15, 2006 to Dec 31, 2006",Fall 2006,"['Pony Canyon', 'Fuji TV', 'Sony Music Entertainment', 'Fujipacific Music', 'Fuji Creative']","None found, add some",Palm Studio,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Beelzebub Specials,7.33,7026,2463,4449,16,Finished Airing,"Jun 29, 2011 to Sep 26, 2012",,['Opera House'],"None found, add some","Pierrot,       Pierrot Plus",Manga,3 min. per ep.,PG-13 - Teens 13 or older
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta HiBoruto: Naruto the Movie - The Day Naruto Became Hokage,7.33,63401,2464,1861,1,Finished Airing,"Jul 6, 2016",,['add some'],VIZ Media,Pierrot,Original,10 min.,PG-13 - Teens 13 or older
Carnival Phantasm: HibiChika Special,7.33,18922,2465,3727,1,Finished Airing,"Jul 7, 2012",,['Notes'],"None found, add some",Lerche,Manga,26 min.,PG-13 - Teens 13 or older
City Hunter: Hyakuman Dollar no InbouCity Hunter: Million Dollar Conspiracy,7.33,3363,2466,6925,1,Finished Airing,"Aug 25, 1990",,['add some'],Discotek Media,Sunrise,Manga,45 min.,PG-13 - Teens 13 or older
Doraemon Movie 21: Nobita no Taiyou Ou DensetsuDoraemon the Movie: Nobita's the Legend of the Sun King,7.33,6978,2467,6042,1,Finished Airing,"Mar 4, 2000",,['add some'],"None found, add some",Shin-Ei Animation,Unknown,1 hr. 31 min.,PG - Children
Doraemon Movie 24: Nobita to Fushigi Kaze TsukaiDoraemon the Movie: Nobita and the Windmasters,7.33,6398,2468,6247,1,Finished Airing,"Mar 8, 2003",,['add some'],"None found, add some",Shin-Ei Animation,Unknown,1 hr. 20 min.,PG - Children
Fairy Tail Movie 1: Houou no Miko - Hajimari no AsaFairy Tail the Movie: The Phoenix Priestess - The First Morning,7.33,45351,2469,2179,1,Finished Airing,"Feb 15, 2013",,['Dentsu'],Funimation,"Satelight,       A-1 Pictures",Manga,12 min.,PG-13 - Teens 13 or older
Free!Free! - Iwatobi Swim Club,7.33,435811,2470,232,12,Finished Airing,"Jul 4, 2013 to Sep 26, 2013",Summer 2013,"['Lantis', 'Iwatobi High School Swimming Club', 'Asahi Broadcasting']","Funimation,       Discotek Media,       Crunchyroll","Kyoto Animation,       Animation Do",Original,23 min. per ep.,PG-13 - Teens 13 or older
Future GPX Cyber Formula 11,7.33,1282,2471,9758,6,Finished Airing,"Nov 1, 1992 to Jun 1, 1993",,['add some'],"None found, add some",Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older
Ginga Kikoutai Majestic PrinceMajestic Prince,7.33,23679,2472,2880,24,Finished Airing,"Apr 4, 2013 to Sep 19, 2013",Spring 2013,"['TV Tokyo', 'Sotsu', 'Kadokawa Shoten', 'KlockWorx', 'Bandai Namco Games', 'TOHO animation']",Sentai Filmworks,"Doga Kobo,       Orange",Manga,23 min. per ep.,PG-13 - Teens 13 or older
Gosenzo-sama Banbanzai!Long Life To The Ancestors,7.33,2521,2473,6476,6,Finished Airing,"Aug 5, 1989 to Jan 25, 1990",,['add some'],"None found, add some",Pierrot,Original,30 min. per ep.,R - 17+ (violence & profanity)
Healer Girl,7.33,10708,2475,3873,12,Finished Airing,"Apr 4, 2022 to Jun 20, 2022",Spring 2022,"['Lantis', 'Live Viewing Japan', 'Bandai Namco Arts']","None found, add some",Studio 3Hz,Original,23 min. per ep.,PG-13 - Teens 13 or older
High School DxD,7.33,889601,2476,84,12,Finished Airing,"Jan 6, 2012 to Mar 23, 2012",Winter 2012,"['Genco', 'Lantis', 'Media Factory', 'AT-X', 'PRA', 'Showgate', 'Atelier Musa', 'Fujimi Shobo']",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity
Honobono Log,7.33,33744,2477,2371,10,Finished Airing,"Jun 7, 2016 to Jun 18, 2016",Spring 2016,['NHK'],"None found, add some",Fanworks,Picture book,2 min. per ep.,G - All Ages
Huyao Xiao Hongniang: Zhu YeFox Spirit Matchmaker 7th Season,7.33,1229,2478,8189,12,Finished Airing,"Mar 1, 2019 to May 17, 2019",,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","None found, add some","Haoliners Animation League,       Garden Culture",Manga,18 min. per ep.,PG-13 - Teens 13 or older
Suite Precure♪,7.33,6179,2479,5200,48,Finished Airing,"Feb 6, 2011 to Jan 29, 2012",Winter 2011,['add some'],"None found, add some",Toei Animation,Original,24 min. per ep.,G - All Ages
Tamayura: Hitotose,7.33,13556,2480,3133,12,Finished Airing,"Oct 3, 2011 to Dec 19, 2011",Fall 2011,"['BIGLOBE', 'RAY']",Nozomi Entertainment,TYO Animations,Original,24 min. per ep.,G - All Ages
"Tennis no Oujisama Movie 1: Futari no Samurai - The First GameThe Prince of Tennis: The Two Samurai, The First Game",7.33,11903,2481,4598,1,Finished Airing,"Jan 29, 2005",,"['Nihon Ad Systems', 'Shueisha']","None found, add some",Production I.G,Manga,1 hr. 5 min.,PG-13 - Teens 13 or older
Tetsujin 28-gou (2004)Tetsujin 28,7.33,1246,2482,7983,26,Finished Airing,"Apr 8, 2004 to Sep 30, 2004",Spring 2004,['Genco'],"Discotek Media,       Geneon Entertainment USA",Palm Studio,Unknown,25 min. per ep.,G - All Ages
Toshokan Sensou: Koi no ShougaiLibrary Wars: Situation Love Handicap,7.33,5663,2483,6176,1,Finished Airing,"Oct 1, 2008",,['add some'],Discotek Media,Production I.G,Novel,24 min.,PG-13 - Teens 13 or older
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,7.33,2339,2484,5720,1,Finished Airing,"Jun 14, 2019",,['add some'],Sentai Filmworks,A-1 Pictures,Visual novel,1 hr. 24 min.,PG-13 - Teens 13 or older
Wu Dong Qian Kun,7.33,3176,2485,6957,12,Finished Airing,"Jan 27, 2019 to Apr 7, 2019",,"['Tencent Penguin Pictures', 'China Literature Limited', 'Bytehoo']","None found, add some",Motion Magic,Novel,24 min. per ep.,PG-13 - Teens 13 or older
Xian Wang de Richang ShenghuoThe Daily Life of the Immortal King,7.33,147340,2486,737,15,Finished Airing,"Jan 18, 2020 to Mar 28, 2020",,['add some'],bilibili,Haoliners Animation League,Light novel,19 min. per ep.,PG-13 - Teens 13 or older
Xian Wang de Richang Shenghuo 3The Daily Life of the Immortal King 3,7.33,22689,2487,2290,12,Finished Airing,"Sep 30, 2022 to Dec 11, 2022",,['bilibili'],"None found, add some",Pb Animation Co. Ltd.,Novel,18 min. per ep.,PG-13 - Teens 13 or older
Yao Shen Ji 5th SeasonTales of Demons and Gods Season 5,7.33,1350,2488,8926,104,Finished Airing,"Oct 30, 2021 to Oct 19, 2022",,"['bilibili', 'Tencent Penguin Pictures']","None found, add some",Ruo Hong Culture,Novel,10 min. per ep.,PG-13 - Teens 13 or older
Yeon-ae Halujeon 2A Day Before Us 2,7.33,6963,2489,5498,15,Finished Airing,"Mar 30, 2018 to Jul 6, 2018",,['add some'],"None found, add some","LICO,       Red Dog Culture House",Original,2 min. per ep.,PG-13 - Teens 13 or older
Yokoyama Mitsuteru Sangokushi,7.33,2274,2490,7565,47,Finished Airing,"Oct 18, 1991 to Sep 25, 1992",Fall 1991,"['TV Tokyo', 'd-rights', 'Enoki Films', 'Dai Nippon Printing']","None found, add some",Azeta Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Kaitou Joker 4th SeasonJOKER 4th Season,7.33,1872,2491,8662,13,Finished Airing,"Oct 3, 2016 to Dec 26, 2016",Fall 2016,"['Shogakukan-Shueisha Productions', 'Vega Entertainment', 'Asatsu DK', 'Kids Station', 'd-rights', 'Tokyo MX']","None found, add some",Shin-Ei Animation,Manga,24 min. per ep.,PG - Children
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.33,7344,2492,5071,3,Finished Airing,"Apr 7, 2010 to Jun 2, 2010",,['add some'],"None found, add some",Artland,Unknown,3 min. per ep.,G - All Ages
Kidou Senshi Gundam II: Ai Senshi-henMobile Suit Gundam II: Soldiers of Sorrow,7.33,21041,2493,3700,1,Finished Airing,"Jul 11, 1981",,['Sotsu'],"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,2 hr. 15 min.,PG-13 - Teens 13 or older
Kure-naiKurenai,7.33,37131,2494,2171,12,Finished Airing,"Apr 4, 2008 to Jun 20, 2008",Spring 2008,"['Yomiko Advertising', 'Pony Canyon', 'Half H.P Studio', 'Shueisha']",Sentai Filmworks,Brain's Base,Light novel,25 min. per ep.,PG-13 - Teens 13 or older
Lupin III: Kutabare! NostradamusLupin III: Farewell to Nostradamus,7.33,5457,2495,5899,1,Finished Airing,"Apr 22, 1995",,"['VAP', 'Tohokushinsha Film Corporation']","Funimation,       Discotek Media",Tokyo Movie Shinsha,Manga,1 hr. 40 min.,R+ - Mild Nudity
Lupin III: Part 6 - JidaiLupin the Third Part 6: The Times,7.33,2835,2496,7692,1,Finished Airing,"Oct 10, 2021",,['add some'],Sentai Filmworks,TMS Entertainment,Manga,22 min.,PG-13 - Teens 13 or older
Lupin III: Walther P38Lupin III: Island of Assassins,7.33,3763,2497,6650,1,Finished Airing,"Aug 1, 1997",,['VAP'],"Funimation,       Discotek Media",Tokyo Movie Shinsha,Manga,1 hr. 32 min.,PG-13 - Teens 13 or older
Mahou no Princess Minky Momo: Yume wo DakishimeteMagical Princess Minky Momo: Hold on to Your Dreams,7.33,1179,2498,9200,62,Finished Airing,"Oct 2, 1991 to Dec 23, 1992",Fall 1991,"['Yomiko Advertising', 'Nippon Television Network']","None found, add some",Ashi Productions,Original,24 min. per ep.,G - All Ages
Mazinkaiser,7.33,4442,2499,6066,7,Finished Airing,"Sep 25, 2001 to Sep 20, 2002",,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']",ADV Films,Brain's Base,Manga,30 min. per ep.,R+ - Mild Nudity
Minami-ke Okawari,7.33,40155,2500,2476,13,Finished Airing,"Jan 7, 2008 to Mar 31, 2008",Winter 2008,"['Starchild Records', 'Magic Capsule', 'TV Tokyo Music']","None found, add some",asread.,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Nanbaka,7.33,143000,2501,696,13,Finished Airing,"Oct 5, 2016 to Dec 28, 2016",Fall 2016,"['Nihon Ad Systems', 'DAX Production', 'Sony Music Communications', 'Crunchyroll', 'comico', 'Tokuma Japan Communications', 'Nelke Planning']",Funimation,Satelight,Web manga,23 min. per ep.,PG-13 - Teens 13 or older
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu MonoNaruto Shippuden the Movie 3: The Will of Fire,7.33,116007,2502,1143,1,Finished Airing,"Aug 1, 2009",,['TOHO'],VIZ Media,Pierrot,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older
One Piece: Romance Dawn Story,7.33,26673,2503,2964,1,Finished Airing,"Nov 24, 2008",,['add some'],"None found, add some",Toei Animation,Manga,33 min.,PG-13 - Teens 13 or older
Ore no Imouto ga Konnani Kawaii Wake ga Nai SpecialsOreImo Specials,7.33,120340,2504,1223,4,Finished Airing,"Feb 22, 2011 to May 31, 2011",,"['Aniplex', 'AIC', 'Movic', 'ASCII Media Works', 'Bandai Namco Games']",Aniplex of America,AIC Build,Light novel,28 min. per ep.,PG-13 - Teens 13 or older
Owaranai Seraph: Nagoya-henSeraph of the Endless: Battle in Nagoya,7.33,21604,2505,2865,4,Finished Airing,"Dec 25, 2015 to Mar 30, 2016",,['add some'],Funimation,Wit Studio,Manga,4 min. per ep.,PG-13 - Teens 13 or older
Papa no Iukoto wo Kikinasai! OVA,7.33,22318,2506,3515,2,Finished Airing,"Jun 25, 2013 to Mar 25, 2015",,['add some'],"None found, add some",feel.,Light novel,25 min. per ep.,PG-13 - Teens 13 or older
Poputepipikku TV Special,7.33,9368,2507,4326,2,Finished Airing,"Apr 1, 2019",,['AC-Bu'],Sentai Filmworks,Kamikaze Douga,4-koma manga,11 min. per ep.,PG-13 - Teens 13 or older
Rozen Maiden (2013)Rozen Maiden: Zurückspulen,7.33,32409,2509,2364,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,['TBS'],Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Sakasama no Patema: Beginning of the DayPatema Inverted: Beginning of the Day,7.33,11908,2510,4042,4,Finished Airing,"Feb 26, 2012 to Aug 25, 2012",,"['Directions', 'Asmik Ace', 'Good Smile Company', 'Kadokawa']","None found, add some","Studio Rikka,       Purple Cow Studio Japan",Original,6 min. per ep.,PG-13 - Teens 13 or older
Sengoku BasaraSengoku Basara: Samurai Kings,7.33,64944,2511,1418,12,Finished Airing,"Apr 2, 2009 to Jun 18, 2009",Spring 2009,"['Dentsu', 'Shochiku', 'Mainichi Broadcasting System', 'Movic', 'flying DOG']",Funimation,Production I.G,Game,23 min. per ep.,PG-13 - Teens 13 or older
Shokugeki no Souma OVAFood Wars! OVA,7.33,61206,2512,1762,2,Finished Airing,"May 2, 2016 to Jul 4, 2016",,['Magic Capsule'],"None found, add some",J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older
Kaikan Phrase,7.32,4046,2513,5536,44,Finished Airing,"Apr 20, 1999 to Mar 26, 2000",Spring 1999,"['TV Tokyo', 'Shogakukan-Shueisha Productions']","None found, add some",Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Kazoku Robinson Hyouryuuki: Fushigi na Shima no FloneThe Swiss Family Robinson: Flone of the Mysterious Island,7.32,2743,2514,7323,50,Finished Airing,"Jan 4, 1981 to Dec 27, 1981",Winter 1981,['add some'],"None found, add some",Nippon Animation,Novel,24 min. per ep.,G - All Ages
Kinnikuman,7.32,3840,2515,5748,137,Finished Airing,"Apr 3, 1983 to Oct 1, 1986",Spring 1983,['Nippon Television Network'],"None found, add some",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Koori Zokusei Danshi to Cool na Douryou JoshiThe Ice Guy and His Cool Female Colleague,7.32,75655,2516,1221,12,Finished Airing,"Jan 4, 2023 to Mar 22, 2023",Winter 2023,"['Square Enix', 'Lantis', 'Movic', 'Nagoya Broadcasting Network', 'ABC Animation', 'NetEase', 'BS Asahi', 'Bandai Namco Music Live', 'Saber Links']","None found, add some","Zero-G,       Liber",Web manga,23 min. per ep.,PG-13 - Teens 13 or older
Little Busters! Sekai no Saitou wa Ore ga Mamoru!Little Busters!: I Will Protect the World of Saitou!,7.32,14016,2517,4036,1,Finished Airing,"Nov 15, 2013",,['add some'],"None found, add some",J.C.Staff,Visual novel,24 min.,PG-13 - Teens 13 or older
Love Live! μ's Final Love Live! Opening Animation,7.32,2471,2518,6975,1,Finished Airing,"Mar 31, 2016",,['add some'],"None found, add some",Sunrise,Other,5 min.,G - All Ages
Luo Xiao Hei Zhan JiThe Legend of Luoxiaohei,7.32,1494,2519,7904,28,Finished Airing,"Mar 17, 2011 to Aug 27, 2019",,['add some'],"None found, add some",HMCH,Original,7 min. per ep.,PG-13 - Teens 13 or older
Madang-eul Naon AmtalgDaisy: A Hen into the Wild,7.32,1676,2520,8826,1,Finished Airing,"Jul 28, 2011",,['Myung Films'],"None found, add some",Odolttogi,Book,1 hr. 32 min.,G - All Ages
Mahou no Angel Sweet Mint,7.32,743,2521,9381,47,Finished Airing,"May 2, 1990 to Mar 27, 1991",Spring 1990,"['TV Tokyo', 'Yomiko Advertising']","None found, add some",Ashi Productions,Original,23 min. per ep.,G - All Ages
Mardock Scramble: The Second Combustion,7.32,20962,2522,3437,1,Finished Airing,"Sep 3, 2011",,"['Aniplex', 'Starchild Records']",Sentai Filmworks,GoHands,Novel,1 hr. 4 min.,R+ - Mild Nudity
Megami no Café TerraceThe Café Terrace and Its Goddesses,7.32,44129,2524,1997,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,"['Marvelous Entertainment', 'Mainichi Broadcasting System', 'Kodansha', 'Half HP Studio']","None found, add some",Tezuka Productions,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage CapriccioDetective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.32,4374,2525,6271,1,Finished Airing,"Apr 16, 2011",,"['Shogakukan-Shueisha Productions', 'Tokyo Movie Shinsha', 'TOHO']","None found, add some",TMS Entertainment,Manga,25 min.,PG-13 - Teens 13 or older
Meitantei Conan OVA 02: 16-nin no YougishaDetective Conan OVA 02: 16 Suspects,7.32,8720,2526,5090,1,Finished Airing,"Jan 16, 2002",,['add some'],"None found, add some",TMS Entertainment,Manga,25 min.,PG-13 - Teens 13 or older
Meng Qi Shi Shen: Zaijie LiangyuanCinderella Chef: Adorable Food Goddess,7.32,2562,2527,7026,12,Finished Airing,"Oct 9, 2021 to Dec 18, 2021",,"['bilibili', 'Yuewen Animation & Comics']","None found, add some",Wawayu Animation,Novel,20 min. per ep.,PG-13 - Teens 13 or older
Nekojiru-souCat Soup,7.32,37596,2528,2355,1,Finished Airing,"Feb 21, 2001",,"['Starchild Records', 'King Records']",Central Park Media,J.C.Staff,Manga,32 min.,PG-13 - Teens 13 or older
Nihon Animator MihonichiJapan Anima(tor)'s Exhibition,7.32,12057,2529,3386,35,Finished Airing,"Nov 7, 2014 to Oct 9, 2015",,['Dwango'],"None found, add some","Sunrise,       Khara,       Studio Rikka,       Bridge,       Kamikaze Douga,       Trigger,       Graphinica,       Studio Colorido,       dwarf,       Sola Digital Arts,       Steve N' Steven",Original,8 min. per ep.,R+ - Mild Nudity
Pokemon Movie 08: Mew to Hadou no Yuusha LucarioPokémon: Lucario and the Mystery of Mew,7.32,73391,2530,1819,1,Finished Airing,"Jul 16, 2005",,"['Shogakukan-Shueisha Productions', 'Studio Jack']","VIZ Media,       4Kids Entertainment",OLM,Game,1 hr. 40 min.,PG - Children
Saki Achiga-hen: Episode of Side-ASaki Episode of Side A,7.32,15881,2531,3597,12,Finished Airing,"Apr 9, 2012 to Jul 2, 2012",Spring 2012,"['TV Tokyo', 'Square Enix', 'Sotsu', 'Lantis', 'Pony Canyon']","None found, add some",Studio Gokumi,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Sewayaki Kitsune no Senko-sanThe Helpful Fox Senko-san,7.32,174178,2532,663,12,Finished Airing,"Apr 10, 2019 to Jun 26, 2019",Spring 2019,"['AT-X', 'Docomo Anime Store', 'BS11', 'Kadokawa Media House', 'Kadokawa']",Funimation,Doga Kobo,Web manga,23 min. per ep.,PG-13 - Teens 13 or older
Shigofumi: Sore karaShigofumi: Letters from the Departed Special,7.32,9773,2533,5054,1,Finished Airing,"Sep 26, 2008",,"['Bandai Visual', 'Genco', 'Lantis', 'Rakuonsha']",Sentai Filmworks,J.C.Staff,Original,23 min.,PG-13 - Teens 13 or older
Shokugeki no Souma: Gou no SaraFood Wars! The Fifth Plate,7.32,262534,2534,414,13,Finished Airing,"Apr 11, 2020 to Sep 26, 2020",Spring 2020,['add some'],Sentai Filmworks,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Shoukoushi CedieLittle Lord Fauntleroy,7.32,1489,2535,8601,43,Finished Airing,"Jan 10, 1988 to Dec 25, 1988",Winter 1988,['Fuji TV'],"None found, add some",Nippon Animation,Novel,24 min. per ep.,G - All Ages
Aa! Megami-sama! (TV)Ah! My Goddess,7.32,77277,2536,1430,24,Finished Airing,"Jan 7, 2005 to Jul 8, 2005",Winter 2005,"['Bandai Visual', 'TBS', 'Imagine']","Media Blasters,       NYAV Post",AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,7.32,7326,2537,5145,1,Finished Airing,"May 7, 2006",,"['Production I.G', 'TV Tokyo', 'Shochiku', 'Mag Garden']",Nozomi Entertainment,HAL Film Maker,Manga,5 min.,G - All Ages
Black Cat (TV)Black Cat,7.32,128677,2538,874,23,Finished Airing,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"['GDH', 'Dentsu', 'TBS', 'Sotsu Music Publishing']",Funimation,Gonzo,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Black Jack the MovieBlack Jack: The Movie,7.32,6798,2539,5594,1,Finished Airing,"Nov 30, 1996",,['add some'],"Discotek Media,       Manga Entertainment",Tezuka Productions,Manga,1 hr. 33 min.,R - 17+ (violence & profanity)
Bubblegum Crisis,7.32,15696,2540,2941,8,Finished Airing,"Feb 25, 1987 to Jan 30, 1991",,['Youmex'],AnimEigo,"AIC,       Artmic",Original,41 min. per ep.,R+ - Mild Nudity
Captain HerlockSpace Pirate Captain Harlock,7.32,31264,2541,2951,1,Finished Airing,"Sep 7, 2013",,"['Toei Video', 'Sammy', 'Kinoshita Koumuten']",Ketchup Entertainment,"Toei Animation,       Marza Animation Planet",Manga,1 hr. 55 min.,R - 17+ (violence & profanity)
Cardcaptor Sakura: Kero-chan ni Omakase!Cardcaptor Sakura: Leave it to Kero! Theatrical Version,7.32,16136,2542,3875,1,Finished Airing,"Jul 15, 2000",,"['NHK', 'Kodansha', 'Shelty']","Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,10 min.,G - All Ages
Cinderella MonogatariThe Story of Cinderella,7.32,3551,2543,6845,26,Finished Airing,"Apr 4, 1996 to Oct 3, 1996",Spring 1996,['add some'],"None found, add some",Tatsunoko Production,Other,24 min. per ep.,G - All Ages
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.32,4884,2544,6887,1,Finished Airing,"Apr 22, 2000",,"['TV Asahi', 'Asatsu DK']","None found, add some",Shin-Ei Animation,Manga,1 hr. 28 min.,G - All Ages
D-Frag!*,7.32,35818,2545,2661,1,Finished Airing,"Sep 22, 2014",,['Media Factory'],"None found, add some",Brain's Base,Manga,24 min.,PG-13 - Teens 13 or older
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-meI Can't Understand What My Husband Is Saying: 2nd Thread,7.32,119361,2546,1181,13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,"['DAX Production', 'Dream Creation']","None found, add some",Seven,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older
Dareka no ManazashiSomeone's Gaze,7.32,37432,2547,2506,1,Finished Airing,"Feb 10, 2013",,['The Answer Studio'],"None found, add some",CoMix Wave Films,Original,6 min.,G - All Ages
Date A Live Movie: Mayuri JudgmentDate A Live Movie: Mayuri Judgement,7.32,112526,2548,1154,1,Finished Airing,"Aug 22, 2015",,['add some'],Funimation,Production IMS,Light novel,1 hr. 12 min.,PG-13 - Teens 13 or older
