Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Demographics,Serialization,Author
Kobayashi-san Chi no Maid Dragon (Miss Kobayashi's Dragon Maid),7.94,13695,865,375,"43,476","1,347",Unknown,Unknown,Publishing,"May  25, 2013 to ?","['Fantasy', 'Slice of Life']",[],[],Monthly Action,Cool-kyou Shinja (Story & Art)
Niehime to Kemono no Ou (Sacrificial Princess and the King of Beasts),7.94,3921,866,1252,"14,900",273,15,89,Finished,"Aug  5, 2015 to Oct  20, 2020","['Fantasy', 'Romance']",[],['Shoujo'],Hana to Yume,"Tomofuji, Yuu (Story & Art)"
Maoujou de Oyasumi (Sleepy Princess in the Demon Castle),7.94,5076,867,881,"19,966",530,Unknown,Unknown,Publishing,"May  11, 2016 to ?","['Comedy', 'Fantasy']",[],['Shounen'],Shounen Sunday,"Kumanomata, Kagiji (Story & Art)"
4 Cut Hero,7.94,3254,868,1731,"11,104",315,Unknown,Unknown,Publishing,"Aug  18, 2014 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","['Harem', 'Parody']",[],Lezhin Comics Webtoon,Gojira-kun (Story & Art)
Kobato.,7.94,8831,869,840,"21,031",578,6,40,Finished,"Dec  18, 2004 to Jul  8, 2011","['Adventure', 'Fantasy', 'Romance']",[],[],Newtype,CLAMP (Story & Art)
Trinity Blood: Rage Against the Moons,7.94,1200,870,4279,"4,559",120,6,23,Discontinued,Mar  2001 to Dec  2004,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi', 'Supernatural']",[],[],The Sneaker,"Sunao, Yoshida (Story), Shibamoto, Thores (Art)"
Shi ga Futari wo Wakatsu made (Until Death Do Us Part),7.94,8416,871,571,"29,806",626,26,217,Finished,"Jun  3, 2005 to Nov  20, 2015","['Action', 'Drama', 'Sci-Fi', 'Supernatural']",[],['Seinen'],Young Gangan,"Song, Ji-Hyung (Art), Takashige, Hiroshi (Story)"
Black Jack ni Yoroshiku (Say hello to BLACK JACK),7.94,1404,872,3639,"5,445",121,13,127,Finished,"Jan  2002 to Jan  26, 2006",[],"['Medical', 'Psychological']",['Seinen'],Morning,"Sato, Shuho (Story & Art)"
Shiki,7.94,6040,873,859,"20,531",462,11,42,Finished,"Dec  2007 to Jun  3, 2011","['Mystery', 'Supernatural', 'Suspense']",[],['Shounen'],Jump SQ.,"Fujisaki, Ryuu (Art), Ono, Fuyumi (Story)"
Bartender,7.94,5514,874,1084,"16,687",319,21,167,Finished,"Dec  3, 2004 to Dec  21, 2011","['Drama', 'Gourmet', 'Slice of Life']","['Iyashikei', 'Workplace']",['Seinen'],Super Jump,"Nagatomo, Kenji (Art), Jou, Araki (Story)"
Deadman Wonderland,7.94,94029,875,35,"199,385","9,107",13,58,Finished,"Apr  26, 2007 to Jul  26, 2013","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Supernatural']","['Gore', 'High Stakes Game', 'Survival']",['Shounen'],Shounen Ace,"Kondou, Kazuma (Story & Art), Kataoka, Jinsei (Story & Art)"
Hyakki Yakoushou (Beyond Twilight),7.94,419,876,5807,"3,257",40,Unknown,Unknown,Publishing,1995 to ?,"['Horror', 'Mystery', 'Romance', 'Supernatural']",[],['Shoujo'],Nemuki+,"Ima, Ichiko (Story & Art)"
Subaru,7.94,1664,877,3354,"5,969",105,11,123,Finished,"Dec  13, 1999 to Nov  2, 2002",[],"['Performing Arts', 'Psychological']",['Seinen'],Big Comic Spirits,"Soda, Masahito (Story & Art)"
Fools,7.94,2110,878,3507,"5,673",119,4,74,Finished,"Jun  6, 2016 to Oct  5, 2017","['Boys Love', 'Slice of Life']",[],[],Comica,"Yeong-ha (Story), Bakdam (Art)"
Ousama Ranking (Ranking of Kings),7.94,1964,879,2259,"8,621",110,Unknown,Unknown,Publishing,"Feb  12, 2019 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy']",[],[],None,"Tooka, Sousuke (Story & Art)"
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken (The Angel Next Door Spoils Me Rotten),7.94,2787,880,1668,"11,576",181,Unknown,Unknown,Publishing,"Jan  6, 2022 to ?","['Comedy', 'Romance']",[],[],Manga UP!,"Saeki-san (Story), Shibata, Wan (Art)"
Vivy: Fluorite Eye's Song,7.94,328,881,6727,"2,768",53,4,23,Finished,"Apr  10, 2021 to Aug  10, 2023","['Action', 'Sci-Fi']","['Music', 'Time Travel']",[],MAGCOMI,"Yamataka, Morito (Art)"
Angel Beats!: Heaven's Door,7.94,6244,882,882,"19,948",643,11,77,Finished,"Mar  30, 2010 to Oct  28, 2016","['Action', 'Comedy', 'Drama', 'Supernatural']",[],[],Dengeki G's Comic,"Maeda, Jun (Story), Key (Story), Asami, Yuriko (Art)"
Comic Showa-shi (Showa: A History of Japan),7.94,398,883,7886,"2,281",34,8,120,Finished,Nov  1988 to Dec  1989,[],"['Historical', 'Memoir']",[],None,"Mizuki, Shigeru (Story & Art)"
Black Lagoon,7.94,675,884,5446,"3,506",173,2,33,Finished,"Jul  19, 2008 to Jan  18, 2011","['Action', 'Adventure', 'Comedy', 'Drama']",[],['Seinen'],None,"Hiroe, Rei (Art), Urobuchi, Gen (Story)"
Rockman Gigamix (Mega Man Gigamix),7.94,413,885,13677,"1,089",57,3,5,Finished,"Nov  30, 2009 to Nov  27, 2010","['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Space']",['Kids'],None,"Ariga, Hitoshi (Story & Art)"
Hajimari no Niina,7.94,6186,886,1230,"15,069",167,4,22,Finished,"Sep  18, 2010 to Oct  20, 2012",[],[],['Shoujo'],Hana to Yume,"Minamori, Koyomi (Story & Art)"
Iris Zero,7.93,13568,887,416,"39,718","1,093",Unknown,Unknown,Publishing,"Apr  27, 2009 to ?","['Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']","['Psychological', 'School']",['Seinen'],Comic Alive,"Hotaru, Takana (Art), Piro, Shiki (Story)"
Tetsugaku Letra,7.93,5926,888,1043,"17,247",284,6,27,Finished,"Apr  12, 2011 to Dec  12, 2014","['Drama', 'Slice of Life']","['Performing Arts', 'School']",['Shounen'],Gessan,"Yumeka, Sumomo (Story & Art)"
Dr. Frost,7.93,3971,889,1599,"12,038",234,Unknown,258,Finished,"Feb  2, 2011 to Sep  2, 2021",[],"['Medical', 'Psychological']",[],Naver Webtoon,"Lee, Jong-bum (Story & Art)"
Oomuro-ke,7.93,1320,890,4199,"4,691",115,Unknown,Unknown,Publishing,"Jul  3, 2012 to ?","['Comedy', 'Girls Love', 'Slice of Life']","['CGDCT', 'School']",[],Niconico Seiga,Namori (Story & Art)
Soredemo Sekai wa Utsukushii,7.93,7168,891,724,"24,027",529,25,150,Finished,"Mar  5, 2009 to May  20, 2020","['Adventure', 'Fantasy', 'Romance']",[],['Shoujo'],Hana to Yume,"Shiina, Dai (Story & Art)"
Sword Art Online: Progressive,7.93,8772,892,853,"20,803",896,7,47,Finished,"Jun  29, 2013 to Feb  28, 2018","['Action', 'Fantasy', 'Romance']",[],[],Dengeki G's magazine,"Kawahara, Reki (Story), Himura, Kiseki (Art)"
5-toubun no Hanayome (The Quintessential Quintuplets),7.93,99975,893,56,"164,437","10,740",14,122,Finished,"Aug  9, 2017 to Feb  19, 2020","['Award Winning', 'Comedy', 'Romance']","['Harem', 'School']",['Shounen'],Shounen Magazine (Weekly),"Haruba, Negi (Story & Art)"
Hellper,7.93,3464,895,1518,"12,692",253,18,188,Finished,"Oct  12, 2011 to Jun  3, 2015","['Action', 'Fantasy', 'Supernatural']",[],[],Naver Webtoon,Sakk (Story & Art)
Takane to Hana (Takane & Hana),7.93,8471,896,592,"29,056",716,18,115,Finished,"Jun  5, 2014 to Jul  20, 2020","['Comedy', 'Romance']",[],['Shoujo'],Hana to Yume,"Shiwasu, Yuki (Story & Art)"
Goblin Slayer Gaiden: Year One (Goblin Slayer Side Story: Year One),7.93,9361,897,699,"25,004",281,Unknown,Unknown,Publishing,"Sep  15, 2017 to ?","['Action', 'Drama', 'Fantasy']",[],['Seinen'],Young Gangan,"Kagyuu, Kumo (Story), Sakaeda, Kento (Art)"
Navillera: Like a Butterfly,7.93,777,898,4746,"4,074",58,5,31,Finished,"Jul  26, 2016 to Oct  31, 2017",[],[],[],Daum Webtoon,"Hun (Story), Jimin (Art)"
Kagami no Kojou (Lonely Castle in the Mirror),7.93,300,899,12140,"1,288",17,5,29,Finished,"Jun  19, 2019 to Feb  19, 2021","['Drama', 'Fantasy', 'Mystery']",[],['Seinen'],Ultra Jump,"Taketomi, Tomo (Art), Tsujimura, Mizuki (Story)"
"Sayonara Rose Garden (Goodbye, My Rose Garden)",7.93,2917,900,2219,"8,757",214,3,18,Finished,"Jul  9, 2018 to Jan  13, 2020","['Drama', 'Girls Love']",[],[],MAGxiv,"Dokuta, Pepako (Story & Art)"
One Piece Novel: A (One Piece: Ace's Story),7.93,1546,901,4834,"3,993",57,2,11,Finished,"Jul  7, 2017 to Jun  4, 2018","['Action', 'Adventure', 'Comedy', 'Fantasy']",[],['Shounen'],One Piece Magazine,"Oda, Eiichiro (Art), Hamazaki, Tatsuya (Story), Hinata, Shou (Story)"
Girls & Panzer: Pravda Senki (Girls und Panzer: Saga of Pravda),7.93,369,902,16392,820,42,5,24,Finished,"Jul  19, 2018 to Oct  21, 2021",[],"['Military', 'School']",[],ComicWalker,"Yoshida, Hajime (Story & Art)"
Mahou Sensei Negima! (Negima! Magister Negi Magi),7.93,35297,903,202,"73,572","5,040",38,355,Finished,"Feb  26, 2003 to Mar  14, 2012","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Martial Arts', 'School']",['Shounen'],Shounen Magazine (Weekly),"Akamatsu, Ken (Story & Art)"
Nousatsu Junkie (Nosatsu Junkie),7.93,4710,904,1567,"12,418",277,16,96,Finished,"Oct  4, 2003 to Nov  20, 2008","['Comedy', 'Romance']","['Crossdressing', 'School', 'Showbiz']",['Shoujo'],Hana to Yume,"Fukuyama, Ryoco (Story & Art)"
Hatenkou Yuugi (Dazzle),7.93,1643,905,2857,"6,932",222,Unknown,Unknown,Publishing,"Nov  18, 1999 to ?","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",[],[],Comic ZERO-SUM,"Endou, Minari (Story & Art)"
Mahoraba,7.93,2283,906,3107,"6,385",161,12,62,Finished,Jul  2001 to Jul  2006,"['Comedy', 'Romance', 'Slice of Life']","['Iyashikei', 'Psychological', 'Visual Arts']",['Shounen'],Gangan Wing,"Kojima, Akira (Story & Art)"
Nabari no Ou,7.93,6926,907,784,"22,356",860,14,72,Finished,"May  18, 2004 to Aug  18, 2010","['Action', 'Drama', 'Fantasy', 'Supernatural']","['Martial Arts', 'School']",['Shounen'],GFantasy,"Kamatani, Yuhki (Story & Art)"
Shakugan no Shana,7.93,2096,908,2375,"8,244",211,22,123,Finished,"Nov  9, 2002 to Oct  10, 2011","['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Mahou Shoujo', 'School']",[],None,"Itou, Noizi (Art), Takahashi, Yashichiro (Story)"
Tobaku Haouden Zero,7.93,2646,909,3120,"6,361",139,8,70,Finished,"Sep  5, 2007 to Feb  25, 2009","['Drama', 'Mystery']","['High Stakes Game', 'Strategy Game']",['Shounen'],Shounen Magazine (Weekly),"Fukumoto, Nobuyuki (Story & Art)"
Kiss yori mo Hayaku,7.93,18391,910,412,"40,045",973,12,58,Finished,"Jan  24, 2007 to Jun  23, 2012","['Comedy', 'Drama', 'Romance']","['Childcare', 'School']",['Shoujo'],LaLa,"Tanaka, Meca (Story & Art)"
Eien no With,7.93,2347,911,3433,"5,810",57,1,3,Finished,2003,[],[],['Shoujo'],Bessatsu Friend,"Miyauchi, Saya (Story & Art)"
L Change the WorLd,7.93,7249,912,856,"20,594",321,1,38,Finished,"Dec  25, 2007","['Action', 'Drama', 'Horror', 'Mystery']",[],[],None,"Obata, Takeshi (Art), M (Story)"
½ Prince,7.93,2754,913,2720,"7,290",250,9,76,Finished,"Oct  4, 2004 to Aug  15, 2005","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","['Martial Arts', 'Parody', 'Video Game']",[],None,"Yu, Wo (Story), Ya Sha (Art)"
Aqua,7.92,8484,914,987,"17,924",342,2,10,Finished,"Jan  27, 2001 to Sep  28, 2001","['Sci-Fi', 'Slice of Life']",[],['Shoujo'],Stencil,"Amano, Kozue (Story & Art)"
Mx0,7.92,19516,915,384,"42,959","1,257",10,99,Finished,"May  8, 2006 to May  12, 2008","['Action', 'Comedy']",[],['Shounen'],Shounen Jump (Weekly),"Kano, Yasuhiro (Story & Art)"
Hana yori Dango (Boys Over Flowers),7.92,11294,916,688,"25,261","1,168",37,244,Finished,Oct  1992 to Apr  2008,"['Award Winning', 'Drama', 'Romance']",[],['Shoujo'],Margaret,"Kamio, Yoko (Story & Art)"
Kouya no Tenshidomo,7.92,1043,917,7130,"2,577",37,3,16,Finished,"Mar  24, 1983 to Jun  24, 1984","['Comedy', 'Romance']",[],['Shoujo'],LaLa,"Hikawa, Kyouko (Story & Art)"
Little Busters!,7.92,672,918,5270,"3,635",78,2,11,On Hiatus,"Mar  26, 2008 to Feb  26, 2010","['Comedy', 'Drama', 'Supernatural']",[],[],Comp Ace,"Key (Story), Anagura, Mogura (Art)"
Sun-Ken Rock,7.92,40238,919,113,"109,878","3,569",25,181,Finished,"Apr  24, 2006 to Feb  22, 2016","['Action', 'Comedy', 'Drama', 'Ecchi']",[],['Seinen'],Young King,Boichi (Story & Art)
Seikai no Senki (Banner of the Stars),7.92,204,920,14682,979,18,Unknown,Unknown,Publishing,Dec  1996 to ?,[],[],[],None,"Morioka, Hiroyuki (Story), Ono, Toshihiro (Art)"
Ruler of the Land (The Ruler of the Land),7.92,2459,921,2361,"8,274",178,Unknown,Unknown,Publishing,1995 to ?,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",[],[],Young Champ,"Yang, Jae Hyun (Art), Jeon, Geuk-jin (Story)"
Bokura no Kiseki,7.92,2895,922,1319,"14,342",332,Unknown,Unknown,Publishing,"Nov  16, 2007 to ?","['Fantasy', 'Mystery', 'Romance', 'Supernatural']",[],['Josei'],Comic ZERO-SUM,"Kumeta, Natsuo (Story & Art)"
My Home Hero,7.92,5161,929,611,"28,226",297,Unknown,Unknown,Publishing,"May  29, 2017 to ?","['Drama', 'Suspense']",[],['Seinen'],Young Magazine (Weekly),"Asaki, Masashi (Art), Yamakawa, Naoki (Story)"
"Natsu e no Tunnel, Sayonara no Deguchi: Gunjou (The Tunnel to Summer, the Exit of Goodbyes: Ultramarine)",7.91,458,950,7444,"2,451",38,4,17,Finished,"Jul  11, 2020 to Oct  16, 2021","['Drama', 'Mystery', 'Sci-Fi']",[],[],MangaONE,"Koudon (Art), Hachimoku, Mei (Story)"
Trapped,7.92,1093,923,5274,"3,634",144,Unknown,Unknown,Publishing,"Sep  2, 2019 to ?","['Romance', 'Suspense']",[],[],Naver Webtoon,Haemuri (Story & Art)
Nick to Lever,7.93,427,894,12138,"1,288",33,Unknown,Unknown,Publishing,"Oct  12, 2020 to ?",[],[],['Seinen'],Comic Beam,"Miyata, Kyougorou (Story & Art)"
Hitori-tachi,7.92,1963,924,4204,"4,684",23,1,4,Finished,"Sep  17, 2010",[],[],['Shoujo'],None,"Kanno, Aya (Story & Art)"
Byousoku 5 Centimeter (5 Centimeters per Second),7.92,15244,925,555,"30,776",868,2,11,Finished,"May  25, 2010 to Mar  25, 2011","['Drama', 'Romance']",[],['Seinen'],Afternoon,"Shinkai, Makoto (Story), Seike, Yukiko (Art)"
Saiyaku wa Boku wo Suki Sugiru,7.92,1540,926,3749,"5,300",56,Unknown,Unknown,Publishing,"Nov  22, 2009 to ?","['Action', 'Boys Love', 'Drama', 'Supernatural']",[],[],Chara,"Kannagi, Satoru (Story), Ninomiya, Etsumi (Art)"
Seireitsukai no Blade Dance,7.92,2121,927,2305,"8,455",219,20,218,Finished,"Dec  24, 2010 to Mar  25, 2019","['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'School']",[],None,"Shimizu, Yuu (Story), Sakura, Hanpen (Art), Shimesaba, Kohada (Art), Nimura, Yuuji (Art)"
Shokugeki no Souma (Food Wars!: Shokugeki no Soma),7.92,88205,928,45,"177,182","10,095",36,325,Finished,"Nov  26, 2012 to Aug  29, 2019","['Gourmet', 'Ecchi']",[],['Shounen'],Shounen Jump (Weekly),"Saeki, Shun (Art), Tsukuda, Yuuto (Story), Morisaki, Yuki (Story)"
Fukakai na Boku no Subete wo (Love Me for Who I Am),7.92,5811,930,1076,"16,772",683,5,28,Finished,"Jun  1, 2018 to Mar  5, 2021","['Drama', 'Romance']",[],[],Comic MeDu,"Konayama, Kata (Story & Art)"
Haikyuu-bu!!,7.92,1217,931,4358,"4,473",82,Unknown,Unknown,Publishing,"May  13, 2019 to ?","['Comedy', 'Sports']",[],['Shounen'],Shounen Jump+,"Miyajima, Kyouhei (Story & Art)"
Unholy Blood,7.92,8045,932,926,"19,123",504,8,92,Finished,"Jan  15, 2020 to Sep  29, 2021","['Action', 'Romance', 'Supernatural']",[],[],Naver Webtoon,"Im, Lina (Story & Art)"
Ren Zha Fanpai Zijiu Xitong (The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong),7.92,1203,933,7528,"2,417",189,3,Unknown,Finished,"Jul  24, 2017","['Boys Love', 'Drama', 'Supernatural']","['Historical', 'Isekai', 'Mythology', 'Reincarnation']",[],None,Mo Xiang Tong Xiu (Story)
Ookami Shounen wa Kyou mo Uso wo Kasaneru (The boy who cried wolf tells a lie today also),7.92,15721,934,457,"36,754","1,202",5,34,Finished,"Aug  29, 2014 to Dec  8, 2017","['Drama', 'Romance']","['Crossdressing', 'Love Polygon']",[],Famitsu Comic Clear,namo (Story & Art)
Be Blues! Ao ni Nare,7.91,1783,935,3930,"5,044",141,49,489,Finished,"Jan  26, 2011 to Oct  12, 2022","['Award Winning', 'Sports']",[],['Shounen'],Shounen Sunday,"Tanaka, Motoyuki (Story & Art)"
Arte,7.91,3071,936,1525,"12,653",229,Unknown,Unknown,Publishing,"Oct  25, 2013 to ?",[],"['Historical', 'Visual Arts']",['Seinen'],Comic Zenon,"Ookubo, Kei (Story & Art)"
Naruto Gaiden: Uzu no Naka no Tsumujikaze (Naruto: The Whorl within the Spiral),7.91,5141,951,2742,"7,230",51,Unknown,1,Finished,"Jul  17, 2023","['Action', 'Adventure', 'Fantasy']",[],['Shounen'],Shounen Jump (Weekly),"Kishimoto, Masashi (Story & Art)"
Ichigo Mashimaro (Strawberry Marshmallow),7.91,1943,941,2575,"7,668",287,Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",[],Dengeki Daioh,Barasui (Story & Art)
Kitchen no Ohimesama (Kitchen Princess),7.91,12137,942,730,"23,822",983,10,53,Finished,"Aug  3, 2004 to Sep  3, 2008","['Award Winning', 'Drama', 'Gourmet', 'Romance']",[],['Shoujo'],Nakayoshi,"Kobayashi, Miyuki (Story), Ando, Natsumi (Art)"
Special A (S.A: Special A),7.91,18683,943,397,"41,425","1,104",17,104,Finished,"Feb  26, 2003 to Mar  19, 2009","['Comedy', 'Romance']",[],['Shoujo'],Hana to Yume,"Minami, Maki (Story & Art)"
07-Ghost,7.91,13547,944,508,"33,474","1,452",17,100,Finished,"Apr  28, 2005 to Aug  28, 2013","['Action', 'Fantasy']","['Military', 'Mythology']",['Josei'],Comic ZERO-SUM,"Amemiya, Yuki (Story), Ichihara, Yukino (Art)"
Moe Kare!!,7.91,12805,945,713,"24,425",900,7,35,Finished,Jul  2005 to Sep  2006,"['Comedy', 'Drama', 'Romance']",[],['Shoujo'],Sho-Comi,"Ikeyamada, Go (Story & Art)"
Kiichi!!,7.91,1345,946,3054,"6,507",137,9,87,Finished,2001 to  2006,[],[],['Seinen'],Big Comic Superior,"Arai, Hideki (Story & Art)"
Hime-chan no Ribbon,7.91,603,947,10067,"1,671",42,10,45,Finished,"Jul  3, 1990 to Dec  1, 1993",[],[],['Shoujo'],Ribon Magazine,"Mizusawa, Megumi (Story & Art)"
Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer,7.91,757,948,6417,"2,921",22,1,5,Finished,"Aug  15, 2008 to Sep  15, 2008","['Drama', 'Mystery', 'Supernatural']",[],[],None,"Type-Moon (Story & Art), Nasu, Kinoko (Story), Takeuchi, Takashi (Art)"
Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,7.91,5520,949,1116,"16,110",484,2,13,Finished,"Jan  9, 2007 to Jan  9, 2008",[],"['Psychological', 'School']",['Shounen'],Dragon Age,"Sakuraba, Kazuki (Story), Sugimoto, Iqura (Art)"
Tomo-chan wa Onnanoko! (Tomo-chan Is a Girl!),7.91,53028,959,97,"121,122","3,162",8,56,Finished,"Apr  7, 2015 to Jul  14, 2019","['Comedy', 'Romance']",[],[],twi4,"Yanagida, Fumita (Story & Art)"
Kono Subarashii Sekai ni Shukufuku wo! Extra: Ano Orokamono ni mo Kyakkou wo!,7.91,704,960,6379,"2,940",17,7,42,Finished,"Aug  1, 2017 to May  1, 2020","['Comedy', 'Fantasy']",[],[],None,"Yuuki, Hagure (Art), Hiru Kuma (Story)"
Kimi to Natsu no Naka (The Summer with You),7.91,3301,953,2672,"7,428",79,2,11,Finished,"Aug  30, 2018 to Jun  30, 2022","['Boys Love', 'Drama']",[],[],gateau,"Furuya, Nagisa (Story & Art)"
Odd Girl Out,7.91,2031,954,3761,"5,280",181,Unknown,Unknown,Publishing,"May  17, 2015 to ?","['Comedy', 'Slice of Life']",[],[],Naver Webtoon,Morangji (Story & Art)
Kubo-san wa Mob wo Yurusanai (Kubo Won't Let Me Be Invisible),7.91,25449,955,240,"63,742","1,858",12,152,Finished,"Oct  24, 2019 to Mar  2, 2023",[],"['Romantic Subtext', 'School']",['Seinen'],Young Jump,"Yukimori, Nene (Story & Art)"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru! (Ascendance of a Bookworm: I'll do Anything to Become a Librarian! Part 2 - I'll Even Join the Temple to Read Books!),7.91,1327,956,3920,"5,054",23,Unknown,Unknown,Publishing,"Sep  24, 2018 to ?","['Fantasy', 'Slice of Life']","['Isekai', 'Reincarnation']",[],Comic Corona,"Suzuka (Art), Kazuki, Miya (Story)"
Boys Run the Riot,7.91,4777,957,1206,"15,280",425,4,37,Finished,"Jan  27, 2020 to Oct  14, 2020","['Drama', 'Slice of Life']","['Psychological', 'School']",['Seinen'],Young Magazine (Weekly),"Gaku, Keito (Story & Art)"
": Kusoge Hunter, Kamige ni Idoman to su (Shangri-La Frontier)",7.91,3829,958,1490,"12,907",205,Unknown,Unknown,Publishing,"Jul  15, 2020 to ?","['Action', 'Adventure', 'Award Winning']",[],['Shounen'],Shounen Magazine (Weekly),"Fuji, Ryousuke (Art), Katarina (Story)"
All You Need Is Kill,7.91,4850,937,1444,"13,235",587,1,4,Finished,"Dec  18, 2004","['Action', 'Sci-Fi']",[],[],None,"Abe, Yoshitoshi (Art), Sakurazaka, Hiroshi (Story)"
Ouran Koukou Host Club,7.91,696,938,5966,"3,156",64,2,6,Finished,"Apr  5, 2008 to Sep  5, 2009","['Comedy', 'Romance']","['Harem', 'School']",[],None,"Hatori, Bisco (Art), Katou, Youichi (Story), Fujitani, Touko (Story)"
Tomodachi no Hanashi (The Secret of Friendship),7.91,7235,939,1228,"15,093",277,1,4,Finished,"Mar  28, 2009 to Sep  1, 2010","['Comedy', 'Romance']",[],['Shoujo'],Deluxe Margaret,"Kawahara, Kazune (Story), Yamakawa, Aiji (Art)"
Kagerou Daze,7.91,10721,940,419,"39,466","1,340",13,70,Finished,"Jun  15, 2012 to Feb  15, 2019","['Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",[],['Josei'],Comic Gene,"Satou, Mahiro (Art), Jin (Story)"
Kiba no Tabishounin: The Arms Peddler,7.90,2685,990,1930,"9,901",213,7,61,On Hiatus,"May  7, 2010 to Feb  3, 2017","['Action', 'Adventure', 'Drama', 'Horror', 'Supernatural']",[],['Seinen'],Young Gangan,"Nanatsuki, Kyoichi (Story), Night Owl (Art)"
Maoyuu Maou Yuusha,7.90,912,991,2683,"7,399",43,5,63,Finished,"Dec  29, 2010 to Jan  21, 2012","['Action', 'Adventure', 'Fantasy', 'Romance']",[],[],None,"Touno, Mamare (Story), toi8 (Art)"
"No Game No Life (No Game, No Life)",7.90,7704,992,570,"29,809",884,2,11,Finished,"Jan  26, 2013 to Sep  27, 2017","['Comedy', 'Fantasy', 'Ecchi']","['Isekai', 'Strategy Game']",['Seinen'],Comic Alive,"Kamiya, Yuu (Story), Hiiragi, Mashiro (Art)"
Kamisama ga Uso wo Tsuku. (The Gods Lie.),7.90,30558,993,275,"57,244","1,296",1,5,Finished,"Mar  25, 2013 to Jul  25, 2013","['Drama', 'Romance']",[],['Seinen'],Afternoon,"Ozaki, Kaori (Story & Art)"
★★ (Aishiteruze Baby),7.90,11821,969,787,"22,255",386,7,33,Finished,"Mar  2, 2002 to Dec  1, 2004","['Comedy', 'Drama', 'Romance']","['Childcare', 'School']",['Shoujo'],Ribon Magazine,"Maki, Youko (Story & Art)"
Tenshi Kinryouku (Angel Sanctuary),7.90,9890,970,677,"25,635","1,635",20,120,Finished,"Jul  5, 1994 to Oct  20, 2000","['Fantasy', 'Romance']",[],['Shoujo'],Hana to Yume,"Yuki, Kaori (Story & Art)"
Shin Petshop of Horrors (Pet Shop of Horrors: Tokyo),7.90,2137,971,2889,"6,862",102,12,45,Finished,"Apr  22, 2004 to Nov  15, 2012","['Fantasy', 'Horror', 'Mystery', 'Supernatural']",[],['Shoujo'],Mugenkan,"Akino, Matsuri (Story & Art)"
Saver,7.90,2132,972,2866,"6,914",156,17,55,Finished,2002 to  2010,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Crossdressing', 'Historical']",['Shoujo'],Issue,"Lee, Eun-Young (Story & Art)"
